Symbol, TimeStamp,  QuoteTimeStamp, SequenceNumber, BidTimeStamp,Bid, BidSize,  BidExchange, AskTimeStamp, Ask, AskSize, AskExchange,BidVol,MidVol,AskVol,Delta,EstDelta,Gamma,Rho,Vega,Theta,UnderlierBid,UnderlierAsk,ForwardPrice,Borrow,Reserved1,Reserved2,WMP,PFE
SPY   170331P00191000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658010,5/26/2016 8:44:29 AM,7.72,136,C,5/26/2016 8:44:29 AM,7.8,3000,X,0.19364,0.19425,0.19486,-0.30222,-0.30222,0.00947,-0.57769,0.66067,-0.02056,209.62,209.63,206.26875,1.20381,0,7.76,0,0,
SPY   170331P00192000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3680073,5/26/2016 8:44:30 AM,7.96,56,Z,5/26/2016 8:44:30 AM,8.04,4590,W,0.1917,0.1923,0.1929,-0.31131,-0.31131,0.00969,-0.59495,0.66921,-0.02062,209.62,209.63,206.26875,1.20381,0,8,0,0,
SPY   170331P00193000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769968,5/26/2016 8:44:57 AM,8.2,421,C,5/26/2016 8:44:57 AM,8.29,3000,X,0.18974,0.1904,0.19106,-0.32047,-0.32047,0.00991,-0.6126,0.67748,-0.02067,209.64,209.64999,206.28886,1.20392,0,8.245,0,0,
SPY   170331P00194000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770006,5/26/2016 8:44:57 AM,8.47,108,C,5/26/2016 8:44:57 AM,8.55,3000,X,0.18801,0.1886,0.18917,-0.33012,-0.33012,0.01013,-0.63152,0.68536,-0.02073,209.64,209.64999,206.28886,1.20392,0,8.51,0,0,
SPY   170331P00195000,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686844,5/26/2016 8:44:32 AM,8.73,248,A,5/26/2016 8:44:32 AM,8.84,3624,W,0.1857,0.18649,0.18728,-0.34054,-0.34054,0.01037,-0.65145,0.69357,-0.02074,209.58,209.58,206.2235,1.20355,0,8.785,0,0,
SPY   170331P00196000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3703090,5/26/2016 8:44:35 AM,9.01,4567,W,5/26/2016 8:44:35 AM,9.12,3611,W,0.18394,0.18473,0.18551,-0.35056,-0.35056,0.01058,-0.67095,0.70069,-0.02076,209.59,209.60001,206.23857,1.20363,0,9.065,0,0,
SPY   170331P00197000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769987,5/26/2016 8:44:57 AM,9.3,95,I,5/26/2016 8:44:57 AM,9.39,3000,X,0.18237,0.18301,0.18365,-0.36045,-0.36045,0.01078,-0.68984,0.70769,-0.02077,209.64,209.64999,206.28886,1.20392,0,9.345,0,0,
SPY   170331P00198000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770010,5/26/2016 8:44:57 AM,9.6,83,X,5/26/2016 8:44:57 AM,9.69,3000,X,0.18058,0.18121,0.18185,-0.37111,-0.37111,0.011,-0.71028,0.71397,-0.02076,209.64,209.64999,206.28886,1.20392,0,9.645,0,0,
SPY   170331P00199000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657946,5/26/2016 8:44:29 AM,9.92,129,C,5/26/2016 8:44:29 AM,10.01,3000,X,0.17882,0.17945,0.18008,-0.38223,-0.38223,0.01121,-0.73152,0.72039,-0.02075,209.62,209.63,206.26875,1.20381,0,9.965,0,0,
SPY   170331P00200000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720954,5/26/2016 8:44:37 AM,10.22,194,C,5/26/2016 8:44:37 AM,10.32,4500,W,0.17676,0.17745,0.17815,-0.39334,-0.39334,0.01143,-0.75298,0.72621,-0.02068,209.62,209.63,206.26875,1.20381,0,10.27,0,0,
SPY   170331P00201000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769989,5/26/2016 8:44:57 AM,10.54,107,A,5/26/2016 8:44:57 AM,10.64,3000,X,0.17495,0.17564,0.17632,-0.40451,-0.40451,0.01163,-0.77488,0.7317,-0.02062,209.64,209.64999,206.28886,1.20392,0,10.59,0,0,
SPY   170331P00202000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769998,5/26/2016 8:44:57 AM,10.87,91,C,5/26/2016 8:44:57 AM,10.97,3000,X,0.17303,0.17371,0.17439,-0.41615,-0.41615,0.01184,-0.79759,0.7366,-0.02052,209.64,209.64999,206.28886,1.20392,0,10.92,0,0,
SPY   170331P00203000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657992,5/26/2016 8:44:29 AM,11.24,82,C,5/26/2016 8:44:29 AM,11.34,3000,X,0.1714,0.17207,0.17275,-0.42832,-0.42832,0.01202,-0.82098,0.74082,-0.02044,209.62,209.63,206.26875,1.20381,0,11.29,0,0,
SPY   170331P00204000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742034,5/26/2016 8:44:47 AM,11.57,212,C,5/26/2016 8:44:47 AM,11.69,4500,W,0.16913,0.16993,0.17074,-0.44062,-0.44062,0.01224,-0.8443,0.74401,-0.02028,209.61,209.62,206.2587,1.20375,0,11.63,0,0,
SPY   170331P00205000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770020,5/26/2016 8:44:57 AM,11.94,120,C,5/26/2016 8:44:57 AM,12.04,3000,X,0.16749,0.16815,0.16882,-0.45269,-0.45269,0.01242,-0.86761,0.74743,-0.02015,209.64,209.64999,206.28886,1.20392,0,11.99,0,0,
SPY   170331P00206000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657973,5/26/2016 8:44:29 AM,12.33,59,Q,5/26/2016 8:44:29 AM,12.44,3000,X,0.16565,0.16638,0.16712,-0.46562,-0.46562,0.01259,-0.89284,0.74981,-0.01999,209.62,209.63,206.26875,1.20381,0,12.385,0,0,
SPY   170331P00207000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658072,5/26/2016 8:44:29 AM,12.72,20,Z,5/26/2016 8:44:29 AM,12.83,3000,X,0.16379,0.16452,0.16525,-0.47856,-0.47856,0.01276,-0.91824,0.75133,-0.0198,209.62,209.63,206.26875,1.20381,0,12.775,0,0,
SPY   170331P00208000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658037,5/26/2016 8:44:29 AM,13.12,121,C,5/26/2016 8:44:29 AM,13.23,3000,X,0.16189,0.16262,0.16335,-0.49176,-0.49176,0.01293,-0.94415,0.75233,-0.01958,209.62,209.63,206.26875,1.20381,0,13.175,0,0,
SPY   170331P00209000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658028,5/26/2016 8:44:29 AM,13.53,146,T,5/26/2016 8:44:29 AM,13.66,3621,W,0.15997,0.16083,0.16169,-0.50517,-0.50517,0.01307,-0.96989,0.75238,-0.01935,209.62,209.63,206.26875,1.20381,0,13.595,0,0,
SPY   170331P00210000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769972,5/26/2016 8:44:57 AM,13.93,66,M,5/26/2016 8:44:57 AM,14.06,4522,W,0.15787,0.15873,0.1596,-0.5187,-0.5187,0.01323,-0.99585,0.75197,-0.01907,209.64,209.64999,206.28886,1.20392,0.355,13.64,0,0,
SPY   170331P00211000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3657969,5/26/2016 8:44:29 AM,14.39,56,Z,5/26/2016 8:44:29 AM,14.52,3000,X,0.15612,0.15699,0.15785,-0.53282,-0.53282,0.01334,-1.02334,0.75003,-0.0188,209.62,209.63,206.26875,1.20381,1.375,13.08,0,0,
SPY   170331P00212000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770003,5/26/2016 8:44:57 AM,14.81,352,C,5/26/2016 8:44:58 AM,14.95,300,I,0.15394,0.15488,0.15582,-0.54686,-0.54686,0.01348,-1.05093,0.74735,-0.01847,209.64,209.64999,206.28886,1.20392,2.355,12.525,0,0,
SPY   170331P00213000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658062,5/26/2016 8:44:29 AM,15.3,95,X,5/26/2016 8:44:29 AM,15.44,600,X,0.15222,0.15316,0.15411,-0.56139,-0.56139,0.01356,-1.07981,0.74387,-0.01815,209.62,209.63,206.26875,1.20381,3.375,11.995,0,0,
SPY   170331P00214000,5/26/2016 8:45:00 AM,5/26/2016 8:44:45 AM,3737816,5/26/2016 8:44:45 AM,15.75,252,I,5/26/2016 8:44:45 AM,15.91,900,W,0.14992,0.15099,0.15208,-0.57621,-0.57621,0.01366,-1.10832,0.73916,-0.01776,209.62,209.63,206.26875,1.20381,4.375,11.455,0,0,
SPY   170331P00215000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769975,5/26/2016 8:44:57 AM,16.25,21,H,5/26/2016 8:44:58 AM,16.4,300,C,0.14825,0.14928,0.15029,-0.59057,-0.59057,0.01371,-1.13638,0.73421,-0.0174,209.64,209.64999,206.28886,1.20392,5.355,10.97,0,0,
SPY   170331P00216000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658021,5/26/2016 8:44:29 AM,16.79,65,Q,5/26/2016 8:44:29 AM,16.93,600,X,0.1466,0.14756,0.14853,-0.60562,-0.60562,0.01374,-1.16598,0.72706,-0.01701,209.62,209.63,206.26875,1.20381,6.375,10.485,0,0,
SPY   170331P00217000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769978,5/26/2016 8:44:57 AM,17.27,501,W,5/26/2016 8:44:57 AM,17.44,600,X,0.14424,0.14544,0.14663,-0.62072,-0.62072,0.01378,-1.19593,0.7198,-0.01656,209.64,209.64999,206.28886,1.20392,7.355,10,0,0,
SPY   170331P00218000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770018,5/26/2016 8:44:58 AM,17.83,56,Q,5/26/2016 8:44:58 AM,17.98,900,W,0.14262,0.14368,0.14474,-0.6358,-0.6358,0.01376,-1.22625,0.71107,-0.01612,209.64,209.64999,206.28886,1.20392,8.355,9.55,0,0,
SPY   170331P00219000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775852,5/26/2016 8:44:58 AM,18.37,167,A,5/26/2016 8:44:58 AM,18.55,900,W,0.14039,0.14168,0.14298,-0.65145,-0.65145,0.01374,-1.25668,0.70074,-0.01562,209.63,209.64,206.27879,1.20386,9.365,9.095,0,0,
SPY   170331P00220000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769994,5/26/2016 8:44:57 AM,18.94,501,W,5/26/2016 8:44:57 AM,19.13,600,X,0.13854,0.13993,0.14132,-0.66659,-0.66659,0.01368,-1.28662,0.68992,-0.01514,209.64,209.64999,206.28886,1.20392,10.355,8.68,0,0,
SPY   170331P00221000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769969,5/26/2016 8:44:57 AM,19.54,119,C,5/26/2016 8:44:57 AM,19.72,600,X,0.1368,0.13814,0.13948,-0.68196,-0.68196,0.01359,-1.31746,0.67712,-0.01463,209.64,209.64999,206.28886,1.20392,11.355,8.275,0,0,
SPY   170331P00222000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769983,5/26/2016 8:44:57 AM,20.14,110,A,5/26/2016 8:44:58 AM,20.34,48,H,0.13482,0.13634,0.13787,-0.69736,-0.69736,0.01347,-1.34878,0.66368,-0.0141,209.64,209.64999,206.28886,1.20392,12.355,7.885,0,0,
SPY   170331P00223000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770008,5/26/2016 8:44:57 AM,20.77,65,Z,5/26/2016 8:44:57 AM,20.98,403,M,0.13302,0.13467,0.1363,-0.71253,-0.71253,0.01331,-1.37917,0.64928,-0.01356,209.64,209.64999,206.28886,1.20392,13.355,7.52,0,0,
SPY   170331P00224000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3680076,5/26/2016 8:44:30 AM,21.42,119,M,5/26/2016 8:44:30 AM,21.63,48,Z,0.13104,0.13273,0.13442,-0.72838,-0.72838,0.01314,-1.41069,0.63235,-0.01296,209.62,209.63,206.26875,1.20381,14.375,7.15,0,0,
SPY   170331P00225000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769993,5/26/2016 8:44:58 AM,22.03,61,N,5/26/2016 8:44:58 AM,22.28,85,X,0.12859,0.13067,0.13273,-0.74391,-0.74391,0.01295,-1.44205,0.61476,-0.01234,209.64,209.64999,206.28886,1.20392,15.355,6.8,0,0,
SPY   170331P00226000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770016,5/26/2016 8:44:57 AM,22.75,52,C,5/26/2016 8:44:57 AM,22.98,493,M,0.12745,0.12943,0.13137,-0.75798,-0.75798,0.01268,-1.47188,0.59776,-0.01182,209.64,209.64999,206.28886,1.20392,16.355,6.51,0,0,
SPY   170331P00227000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770022,5/26/2016 8:44:58 AM,23.4,61,N,5/26/2016 8:44:58 AM,23.67,76,X,0.12479,0.12721,0.12959,-0.77384,-0.77384,0.01242,-1.50368,0.57756,-0.01114,209.64,209.64999,206.28886,1.20392,17.355,6.18,0,0,
SPY   170331P00228000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769984,5/26/2016 8:44:57 AM,24.14,79,M,5/26/2016 8:44:57 AM,24.39,20,X,0.12342,0.12575,0.12804,-0.78794,-0.78794,0.0121,-1.53284,0.55758,-0.01056,209.64,209.64999,206.28886,1.20392,18.355,5.91,0,0,
SPY   170331P00229000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3723827,5/26/2016 8:44:37 AM,24.84,70,N,5/26/2016 8:44:37 AM,25.14,30,W,0.12067,0.12359,0.12645,-0.80352,-0.80352,0.01177,-1.56519,0.53503,-0.00987,209.62,209.63,206.26875,1.20381,19.375,5.615,0,0,
SPY   170331P00230000,5/26/2016 8:45:00 AM,5/26/2016 8:44:53 AM,3759387,5/26/2016 8:44:53 AM,25.57,61,N,5/26/2016 8:44:53 AM,25.9,316,M,0.1184,0.12179,0.12508,-0.81785,-0.81785,0.01139,-1.59515,0.51177,-0.00922,209.62,209.63,206.26875,1.20381,20.375,5.36,0,0,
SPY   170331P00231000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769992,5/26/2016 8:44:53 AM,26.38,95,X,5/26/2016 8:44:58 AM,26.66,65,N,0.11782,0.12083,0.12376,-0.82972,-0.82972,0.01099,-1.62111,0.49186,-0.00872,209.64,209.64999,206.28886,1.20392,21.355,5.165,0,0,
SPY   170331P00232000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769981,5/26/2016 8:44:57 AM,27.12,65,Q,5/26/2016 8:44:57 AM,27.46,241,X,0.11501,0.11889,0.12262,-0.84364,-0.84364,0.01056,-1.65056,0.46702,-0.00805,209.64,209.64999,206.28886,1.20392,22.355,4.935,0,0,
SPY   170331P00233000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3723829,5/26/2016 8:44:38 AM,27.93,83,X,5/26/2016 8:44:37 AM,28.27,155,M,0.11296,0.11711,0.12107,-0.85703,-0.85703,0.0101,-1.67984,0.44208,-0.0074,209.62,209.63,206.26875,1.20381,23.375,4.725,0,0,
SPY   170331P00234000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769980,5/26/2016 8:44:57 AM,28.75,97,X,5/26/2016 8:44:57 AM,29.08,20,X,0.11163,0.1159,0.11997,-0.86824,-0.86824,0.00964,-1.70483,0.42001,-0.00686,209.64,209.64999,206.28886,1.20392,24.355,4.56,0,0,
SPY   170331P00235000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769976,5/26/2016 8:44:53 AM,29.6,79,X,5/26/2016 8:44:58 AM,29.92,39,A,0.11031,0.11473,0.11889,-0.87911,-0.87911,0.00916,-1.72985,0.39683,-0.00633,209.64,209.64999,206.28886,1.20392,25.355,4.405,0,0,
SPY   170331P00236000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770011,5/26/2016 8:44:53 AM,30.45,101,X,5/26/2016 8:44:58 AM,30.77,56,Z,0.10858,0.11335,0.11778,-0.88998,-0.88998,0.00867,-1.75503,0.37328,-0.00577,209.64,209.64999,206.28886,1.20392,26.355,4.255,0,0,
SPY   170331P00237000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770000,5/26/2016 8:44:53 AM,31.31,102,X,5/26/2016 8:44:58 AM,31.64,65,Z,0.10672,0.11204,0.11693,-0.90017,-0.90017,0.00817,-1.77881,0.34963,-0.00524,209.64,209.64999,206.28886,1.20392,27.355,4.12,0,0,
SPY   170331P00238000,5/26/2016 8:45:00 AM,5/26/2016 8:44:49 AM,3748986,5/26/2016 8:44:49 AM,32.19,90,X,5/26/2016 8:44:49 AM,32.53,30,W,0.10403,0.11009,0.11557,-0.91139,-0.91139,0.0076,-1.80431,0.32158,-0.00462,209.61,209.62,206.2587,1.20375,28.385,3.975,0,0,
SPY   170331P00239000,5/26/2016 8:45:00 AM,5/26/2016 8:44:31 AM,3680001,5/26/2016 8:44:30 AM,33.08,94,X,5/26/2016 8:44:30 AM,33.43,20,X,0.10253,0.10934,0.11534,-0.91924,-0.91924,0.00713,-1.8248,0.30204,-0.0042,209.62,209.63,206.26875,1.20381,29.375,3.88,0,0,
SPY   170331P00240000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3723826,5/26/2016 8:44:36 AM,33.98,73,X,5/26/2016 8:44:38 AM,34.33,30,W,0.10056,0.10811,0.1146,-0.92764,-0.92764,0.00662,-1.84582,0.27945,-0.00373,209.62,209.63,206.26875,1.20381,30.375,3.78,0,0,
SPY   170331P00245000,5/26/2016 8:45:00 AM,5/26/2016 8:44:46 AM,3739321,5/26/2016 8:44:45 AM,38.55,30,X,5/26/2016 8:44:45 AM,39,30,W,0.07572,0.10121,0.11378,-0.96251,-0.96251,0.00413,-1.94084,0.17266,-0.00162,209.62,209.63,206.26875,1.20381,35.375,3.4,0,0,
SPY   170331P00250000,5/26/2016 8:45:00 AM,5/26/2016 8:44:46 AM,3739319,5/26/2016 8:44:45 AM,43.36,30,X,5/26/2016 8:44:42 AM,43.82,31,X,0,0.09668,0.11598,-0.98143,-0.98143,0.00233,-2.01038,0.09951,-0.00035,209.62,209.63,206.26875,1.20381,40.375,3.215,0,0,
SPY   170331P00255000,5/26/2016 8:45:00 AM,5/26/2016 8:44:46 AM,3739320,5/26/2016 8:44:45 AM,48.25,31,X,5/26/2016 8:44:32 AM,48.72,22,J,0,0.09147,0.12086,-0.9921,-0.9921,0.00107,-2.06764,0.04684,0,209.62,209.63,206.26875,1.20381,45.375,3.11,0,0,
SPY   170331P00260000,5/26/2016 8:45:00 AM,5/26/2016 8:44:46 AM,3739323,5/26/2016 8:44:45 AM,53.18,31,X,5/26/2016 8:44:45 AM,53.65,29,W,0,0,0.12688,-0.97122,-0.97122,0.00263,-2.07584,0.13589,-0.00131,209.62,209.63,206.26875,1.20381,50.375,3.04,0,0,
SPY   170331P00265000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3720952,5/26/2016 8:44:37 AM,58.12,10,C,5/26/2016 8:44:37 AM,58.62,10,C,0,0,0.13573,-0.9724,-0.9724,0.00237,-2.11815,0.12917,-0.00128,209.62,209.63,206.26875,1.20381,55.375,2.995,0,0,
SPY   170331P00300000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700365,5/26/2016 8:44:34 AM,92.85,10,C,5/26/2016 8:44:34 AM,93.37,10,C,0,0,0.18411,-0.98177,-0.98177,0.0012,-2.41569,0.08866,-0.00041,209.59,209.60001,206.23857,1.20363,90.405,2.705,0,0,
SPY   170331P00305000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700382,5/26/2016 8:44:34 AM,97.81,10,C,5/26/2016 8:44:34 AM,98.33,10,C,0,0,0.19005,-0.9827,-0.9827,0.00111,-2.45735,0.0837,-0.00027,209.59,209.60001,206.23857,1.20363,95.405,2.665,0,0,
SPY   170331P00310000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700372,5/26/2016 8:44:34 AM,102.77,10,C,5/26/2016 8:44:34 AM,103.3,10,C,0,0,0.19714,-0.98292,-0.98292,0.00106,-2.4984,0.08186,-0.00023,209.59,209.60001,206.23857,1.20363,100.405,2.63,0,0,
SPY   170331P00315000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700368,5/26/2016 8:44:34 AM,107.74,10,C,5/26/2016 8:44:34 AM,108.26,10,C,0,0,0.20275,-0.98375,-0.98375,0.00098,-2.54005,0.07854,-9E-05,209.59,209.60001,206.23857,1.20363,105.405,2.595,0,0,
SPY   170616C00050000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700292,5/26/2016 8:44:32 AM,159.25,1,E,5/26/2016 8:44:34 AM,159.96001,10,C,0,0,0.94853,0.98879,0.98879,0.00029,0.10391,0.04782,-0.01226,209.59,209.60001,205.60803,1.76938,159.595,0.01,0,0,
SPY   170616C00055000,5/26/2016 8:45:00 AM,5/26/2016 8:44:34 AM,3700290,5/26/2016 8:44:32 AM,154.25,1,E,5/26/2016 8:44:34 AM,154.96001,10,C,0,0,0.88167,0.98791,0.98791,0.00033,0.11414,0.05118,-0.01227,209.59,209.60001,205.60803,1.76938,154.595,0.01,0,0,
SPY   170616C00060000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702880,5/26/2016 8:44:35 AM,149.24001,14,C,5/26/2016 8:44:34 AM,149.95,14,C,0,0,0.82021,0.98728,0.98728,0.00038,0.1265,0.05396,-0.01201,209.59,209.60001,205.60803,1.76938,149.595,0,0,0,
SPY   170616C00065000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702857,5/26/2016 8:44:35 AM,144.25,14,C,5/26/2016 8:44:34 AM,144.95,14,C,0,0,0.76661,0.9864,0.9864,0.00043,0.13641,0.05705,-0.012,209.59,209.60001,205.60803,1.76938,144.595,0.005,0,0,
SPY   170616C00070000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702872,5/26/2016 8:44:35 AM,139.25,14,C,5/26/2016 8:44:34 AM,139.95,14,C,0,0,0.71787,0.98549,0.98549,0.00048,0.14313,0.06003,-0.01199,209.59,209.60001,205.60803,1.76938,139.595,0.005,0,0,
SPY   170616C00075000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702856,5/26/2016 8:44:35 AM,134.25999,14,C,5/26/2016 8:44:34 AM,134.95,14,C,0,0,0.67315,0.98456,0.98456,0.00055,0.15274,0.06291,-0.01197,209.59,209.60001,205.60803,1.76938,134.595,0.01,0,0,
SPY   170616C00080000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702863,5/26/2016 8:44:35 AM,129.25999,14,C,5/26/2016 8:44:34 AM,129.95,14,C,0,0,0.63189,0.9836,0.9836,0.00061,0.16205,0.06601,-0.01195,209.59,209.60001,205.60803,1.76938,129.595,0.01,0,0,
SPY   170616C00085000,5/26/2016 8:45:00 AM,5/26/2016 8:44:36 AM,3702867,5/26/2016 8:44:35 AM,124.26,14,C,5/26/2016 8:44:34 AM,124.95,14,C,0,0,0.59356,0.98259,0.98259,0.00069,0.17128,0.0691,-0.01192,209.59,209.60001,205.60803,1.76938,124.595,0.01,0,0,
SPY   170616C00090000,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781609,5/26/2016 8:44:59 AM,119.31,14,C,5/26/2016 8:44:59 AM,119.97,1,E,0,0,0.55362,0.98274,0.98274,0.00075,0.18112,0.0712,-0.0111,209.64,209.64999,205.65846,1.76981,119.645,-0.005,0,0,
SPY   170616C00095000,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781610,5/26/2016 8:44:59 AM,114.31,14,C,5/26/2016 8:44:59 AM,114.97,1,E,0,0,0.52023,0.98172,0.98172,0.00084,0.19005,0.0743,-0.01106,209.64,209.64999,205.65846,1.76981,114.645,-0.005,0,0,
SPY   170616C00100000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742001,5/26/2016 8:44:45 AM,109.31,13,C,5/26/2016 8:44:47 AM,109.99,10,C,0,0,0.4952,0.97841,0.97841,0.00099,0.19806,0.09394,-0.01235,209.61,209.62,205.62822,1.76956,109.615,0.035,0,0,
SPY   170616C00105000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742006,5/26/2016 8:44:45 AM,104.31,13,C,5/26/2016 8:44:47 AM,104.99,10,C,0,0,0.46521,0.97713,0.97713,0.00111,0.20767,0.10216,-0.01231,209.61,209.62,205.62822,1.76956,104.615,0.035,0,0,
SPY   170616C00110000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742003,5/26/2016 8:44:45 AM,99.32,13,C,5/26/2016 8:44:47 AM,99.99,10,C,0,0,0.43677,0.97576,0.97576,0.00125,0.2211,0.11041,-0.01227,209.61,209.62,205.62822,1.76956,99.615,0.04,0,0,
SPY   170616C00115000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742005,5/26/2016 8:44:45 AM,94.32,13,C,5/26/2016 8:44:47 AM,94.99,10,C,0,0,0.40967,0.9743,0.9743,0.0014,0.2301,0.11846,-0.01222,209.61,209.62,205.62822,1.76956,94.615,0.04,0,0,
SPY   170616C00120000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742004,5/26/2016 8:44:47 AM,89.33,13,C,5/26/2016 8:44:47 AM,90,10,C,0,0,0.38488,0.97216,0.97216,0.00159,0.23872,0.13243,-0.01244,209.61,209.62,205.62822,1.76956,89.615,0.05,0,0,
SPY   170616C00125000,5/26/2016 8:45:00 AM,5/26/2016 8:44:47 AM,3742002,5/26/2016 8:44:47 AM,84.35,13,C,5/26/2016 8:44:47 AM,85.01,10,C,0,0.30729,0.36115,0.99607,0.99607,0.00053,0.12032,0.02847,-0.00011,209.61,209.62,205.62822,1.76956,84.615,0.065,0,0,
SPY   170616C00130000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769686,5/26/2016 8:44:57 AM,79.41,20,X,5/26/2016 8:44:57 AM,79.95,109,X,0,0,0.32836,0.97385,0.97385,0.00185,0.25063,0.09885,-0.01024,209.64,209.64999,205.65846,1.76981,79.645,0.035,0,0,
SPY   170616C00135000,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3723789,5/26/2016 8:44:37 AM,74.45,10,I,5/26/2016 8:44:36 AM,74.96,84,X,0,0.26982,0.3088,0.99377,0.99377,0.00085,0.12878,0.03089,-0.00113,209.62,209.63,205.63829,1.76964,74.625,0.08,0,0,
SPY   170616C00140000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769678,5/26/2016 8:44:58 AM,69.57,20,X,5/26/2016 8:44:58 AM,70.07,98,X,0,0.27119,0.29466,0.98101,0.98101,0.00197,0.26962,0.09875,-0.0067,209.64,209.64999,205.65846,1.76981,69.645,0.175,0,0,
SPY   170616C00145000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769676,5/26/2016 8:44:57 AM,64.74,20,X,5/26/2016 8:44:57 AM,65.22,97,X,0.23496,0.26616,0.28038,0.96575,0.96575,0.00286,0.28305,0.15534,-0.01086,209.64,209.64999,205.65846,1.76981,64.645,0.335,0,0,
SPY   170616C00150000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3769687,5/26/2016 8:44:57 AM,59.97,20,X,5/26/2016 8:44:57 AM,60.44,80,X,0.24492,0.2583,0.26928,0.94895,0.94895,0.00358,0.48538,0.21289,-0.0132,209.64,209.64999,205.65846,1.76981,59.645,0.56,0,0,
