Symbol, TimeStamp,  QuoteTimeStamp, SequenceNumber, BidTimeStamp,Bid, BidSize,  BidExchange, AskTimeStamp, Ask, AskSize, AskExchange,BidVol,MidVol,AskVol,Delta,EstDelta,Gamma,Rho,Vega,Theta,UnderlierBid,UnderlierAsk,ForwardPrice,Borrow,Reserved1,Reserved2,WMP,PFE
SPY   160527C00202500,5/26/2016 8:45:00 AM,5/26/2016 8:44:32 AM,3686909,5/26/2016 8:44:31 AM,7.01,53,C,5/26/2016 8:44:32 AM,7.22,151,X,0,0.29792,0.38817,0.97421,0.97421,0.0161,0.00617,0.00767,-0.0347,209.58,209.58,209.58017,0.00017,7.08,0.035,0,0,
SPY   160527C00203000,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781635,5/26/2016 8:44:59 AM,6.61,5,M,5/26/2016 8:44:59 AM,6.72,30,M,0,0.25808,0.32319,0.98236,0.98236,0.01348,0.0067,0.00535,-0.01969,209.64,209.64999,209.64517,0.00017,6.645,0.02,0,0,
SPY   160527C00203500,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775857,5/26/2016 8:44:58 AM,6.03,20,M,5/26/2016 8:44:58 AM,6.22,143,X,0,0,0.31048,0.94689,0.94689,0.0279,0.00653,0.01373,-0.08438,209.63,209.64,209.63516,0.00017,6.135,-0.01,0,0,
SPY   160527C00204000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770061,5/26/2016 8:44:58 AM,5.54,20,X,5/26/2016 8:44:57 AM,5.73,21,J,0,0,0.2906,0.94359,0.94359,0.03123,0.00607,0.01505,-0.08442,209.64,209.64999,209.64517,0.00017,5.645,-0.01,0,0,
SPY   160527C00204500,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770083,5/26/2016 8:44:57 AM,5.04,20,X,5/26/2016 8:44:57 AM,5.24,156,X,0,0,0.27637,0.93542,0.93542,0.03649,0.00642,0.01586,-0.09427,209.64,209.64999,209.64517,0.00017,5.145,-0.005,0,0,
SPY   160527C00205000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770038,5/26/2016 8:44:58 AM,4.54,20,X,5/26/2016 8:44:57 AM,4.73,20,M,0,0,0.24865,0.93574,0.93574,0.04046,0.00653,0.01638,-0.08433,209.64,209.64999,209.64517,0.00017,4.645,-0.01,0,0,
SPY   160527C00205500,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775860,5/26/2016 8:44:58 AM,4.05,35,X,5/26/2016 8:44:58 AM,4.23,20,M,0,0.14064,0.23273,0.99152,0.99152,0.01319,0.00699,0.00296,-0.00479,209.63,209.64,209.63516,0.00017,4.135,0.005,0,0,
SPY   160527C00206000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770053,5/26/2016 8:44:57 AM,3.56,78,N,5/26/2016 8:44:57 AM,3.73,85,C,0,0,0.20581,0.92456,0.92456,0.05532,0.00641,0.01831,-0.08424,209.64,209.64999,209.64517,0.00017,3.645,0,0,0,
SPY   160527C00206500,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770093,5/26/2016 8:44:57 AM,3.1,816,I,5/26/2016 8:44:58 AM,3.24,20,M,0,0.14161,0.18901,0.96384,0.96384,0.04479,0.00683,0.01035,-0.02464,209.64,209.64999,209.64517,0.00017,3.145,0.025,0,0,
SPY   160527C00207000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770049,5/26/2016 8:44:57 AM,2.65,249,N,5/26/2016 8:44:57 AM,2.75,201,X,0.09484,0.14504,0.1704,0.92972,0.92972,0.07425,0.00652,0.01801,-0.05448,209.64,209.64999,209.64517,0.00017,2.645,0.055,0,0,
SPY   160527C00207500,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3724244,5/26/2016 8:44:37 AM,2.19,115,H,5/26/2016 8:44:38 AM,2.27,185,X,0.12752,0.14567,0.16085,0.88055,0.88055,0.10972,0.00627,0.02598,-0.10311,209.62,209.63,209.62517,0.00017,2.125,0.105,0,0,
SPY   160527C00208000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3770057,5/26/2016 8:44:57 AM,1.73,470,X,5/26/2016 8:44:57 AM,1.84,70,X,0.11408,0.13385,0.15121,0.83922,0.83922,0.146,0.00604,0.03077,-0.13501,209.64,209.64999,209.64517,0.00017,1.645,0.14,0,0,
SPY   160527C00208500,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775867,5/26/2016 8:44:58 AM,1.32,20,Z,5/26/2016 8:44:58 AM,1.4,152,Z,0.1184,0.12917,0.13934,0.7607,0.7607,0.19252,0.00543,0.03931,-0.20385,209.63,209.64,209.63516,0.00017,1.135,0.225,0,0,
SPY   160527C00209000,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781637,5/26/2016 8:44:59 AM,0.97,345,Z,5/26/2016 8:44:59 AM,0.99,355,Z,0.11973,0.12192,0.1241,0.66546,0.66546,0.2395,0.00478,0.04559,-0.26533,209.64,209.64999,209.64517,0.00017,0.645,0.335,0,0,
SPY   160527C00209500,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3781638,5/26/2016 8:44:59 AM,0.64,537,Q,5/26/2016 8:44:59 AM,0.66,300,X,0.1139,0.11592,0.11791,0.54131,0.54131,0.27434,0.00391,0.04938,-0.30223,209.64,209.64999,209.64517,0.00017,0.145,0.505,0,0,
SPY   160527C00210000,5/26/2016 8:45:00 AM,5/26/2016 8:44:58 AM,3775884,5/26/2016 8:44:58 AM,0.38,30,Z,5/26/2016 8:44:58 AM,0.39,75,Z,0.10942,0.11053,0.11156,0.39723,0.39723,0.27958,0.00285,0.04806,-0.27059,209.63,209.64,209.63516,0.00017,0,0.385,0,0,
SPY   160527C00210500,5/26/2016 8:45:00 AM,5/26/2016 8:44:37 AM,3712837,5/26/2016 8:44:36 AM,0.2,71,Z,5/26/2016 8:44:36 AM,0.21,2297,X,0.10584,0.10708,0.10832,0.2583,0.2583,0.24198,0.00187,0.04082,-0.18232,209.62,209.63,209.62517,0.00017,0,0.205,0,0,
SPY   160527C00211000,5/26/2016 8:45:00 AM,5/26/2016 8:44:53 AM,3759421,5/26/2016 8:44:52 AM,0.1,117,Z,5/26/2016 8:44:52 AM,0.11,1272,Z,0.10543,0.10714,0.10883,0.15388,0.15388,0.17734,0.00111,0.03065,-0.10189,209.62,209.63,209.62517,0.00017,0,0.105,0,0,
SPY   160527C00211500,5/26/2016 8:45:00 AM,5/26/2016 8:44:59 AM,3777500,5/26/2016 8:44:58 AM,0.04,3680,X,5/26/2016 8:44:58 AM,0.05,1000,Z,0.10192,0.10478,0.10747,0.07847,0.07847,0.11197,0.00056,0.01968,-0.04467,209.63,209.64,209.63516,0.00017,0,0.045,0,0,
SPY   160527C00212000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658265,5/26/2016 8:30:00 AM,0.02,492,H,5/26/2016 8:30:00 AM,0.03,10,H,0.10696,0.11155,0.11562,0.04528,0.04528,0.06832,0.00033,0.01315,-0.02487,209.62,209.63,209.62517,0.00017,0,0.025,0,0,
SPY   160527C00212500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658140,5/26/2016 8:33:20 AM,0.01,2332,Q,5/26/2016 8:33:20 AM,0.02,1000,Q,0.11173,0.11905,0.12499,0.02754,0.02754,0.04255,0.0002,0.00891,-0.01493,209.62,209.63,209.62517,0.00017,0,0.015,0,0,
SPY   160527C00213000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658220,5/26/2016 8:30:00 AM,0.01,500,H,5/26/2016 8:30:00 AM,0.02,771,H,0.12794,0.13604,0.14258,0.02452,0.02452,0.03379,0.00017,0.008,-0.01493,209.62,209.63,209.62517,0.00017,0,0.015,0,0,
SPY   160527C00213500,5/26/2016 8:45:00 AM,5/26/2016 8:44:38 AM,3721001,5/26/2016 8:44:37 AM,0,0,I,5/26/2016 8:44:37 AM,0.02,1969,X,0,0.14388,0.15983,0.01635,0.01635,0.02265,0.00011,0.00576,-0.00995,209.62,209.63,209.62517,0.00017,0,0.01,0,0,
SPY   160527C00214000,5/26/2016 8:45:00 AM,5/26/2016 8:44:56 AM,3769069,5/26/2016 8:44:32 AM,0,0,J,5/26/2016 8:44:56 AM,0.01,675,H,0,0.14591,0.15955,0.00872,0.00872,0.01294,6E-05,0.00344,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00214500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658180,5/26/2016 8:35:34 AM,0,0,J,5/26/2016 8:35:36 AM,0.01,675,W,0,0.16029,0.17494,0.00802,0.00802,0.01094,6E-05,0.00316,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00215000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658083,5/26/2016 8:33:19 AM,0,0,W,5/26/2016 8:33:19 AM,0.01,1250,Q,0,0.1745,0.19017,0.00743,0.00743,0.0094,5E-05,0.00291,-0.00497,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00215500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658162,5/26/2016 8:30:00 AM,0,0,J,5/26/2016 8:30:02 AM,0.01,1012,W,0,0.18859,0.20522,0.00694,0.00694,0.00818,5E-05,0.00272,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00216000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658128,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.20249,0.2201,0.00651,0.00651,0.0072,5E-05,0.00254,-0.00497,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00216500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658287,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.21629,0.23482,0.00613,0.00613,0.0064,4E-05,0.0024,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00217000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658300,5/26/2016 8:30:00 AM,0,0,H,5/26/2016 8:30:00 AM,0.01,512,H,0,0.22996,0.2494,0.00581,0.00581,0.00573,4E-05,0.00227,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00217500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658248,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.24351,0.26386,0.00552,0.00552,0.00517,4E-05,0.00216,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00218000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658152,5/26/2016 8:30:00 AM,0,0,H,5/26/2016 8:30:00 AM,0.01,512,H,0,0.25695,0.27816,0.00526,0.00526,0.00469,4E-05,0.00205,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00218500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658267,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,20,X,0,0.27027,0.29238,0.00502,0.00502,0.00429,3E-05,0.00196,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00219000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658158,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.28353,0.30648,0.00481,0.00481,0.00393,3E-05,0.00188,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00219500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658193,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.29667,0.32046,0.00462,0.00462,0.00362,3E-05,0.0018,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00220000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658321,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,X,0,0.30973,0.33437,0.00444,0.00444,0.00335,3E-05,0.00173,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00222500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658188,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,X,0,0.37385,0.40248,0.00375,0.00375,0.00239,3E-05,0.00147,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00225000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658142,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,0.43621,0.46859,0.00327,0.00327,0.00181,2E-05,0.00128,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00227500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658322,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.49698,0.53301,0.0029,0.0029,0.00142,2E-05,0.00114,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00230000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658302,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,0.55643,0.59591,0.00262,0.00262,0.00116,2E-05,0.00103,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00232500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658242,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.61466,0.65746,0.0024,0.0024,0.00097,2E-05,0.00094,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00235000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658190,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,0.67174,0.71775,0.00221,0.00221,0.00082,1E-05,0.00087,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00237500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658293,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,512,H,0,0.72778,0.77691,0.00206,0.00206,0.00071,1E-05,0.00081,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00240000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658170,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,0.78283,0.83498,0.00193,0.00193,0.00062,1E-05,0.00076,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00242500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658131,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,0.83696,0.89202,0.00182,0.00182,0.00055,1E-05,0.00072,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00245000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658187,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,0.89019,0.94812,0.00172,0.00172,0.00049,1E-05,0.00068,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527C00250000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658205,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,0.99423,1.05765,0.00155,0.00155,0.0004,1E-05,0.00062,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00149000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658227,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.86405,1.97621,-0.00083,-0.00083,0.00012,-1E-05,0.00034,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00150000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658118,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.82994,1.94029,-0.00085,-0.00085,0.00013,-1E-05,0.00035,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00155000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658133,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.66225,1.76377,-0.00093,-0.00093,0.00015,-1E-05,0.00038,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00160000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658117,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.49908,1.59187,-0.00102,-0.00102,0.00018,-1E-05,0.00042,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00161000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658091,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.46693,1.55803,-0.00104,-0.00104,0.00019,-1E-05,0.00043,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00162000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658252,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.43497,1.52435,-0.00107,-0.00107,0.0002,-1E-05,0.00043,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00163000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658175,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.40314,1.49081,-0.00109,-0.00109,0.00021,-1E-05,0.00044,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00164000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658078,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.37149,1.45743,-0.00111,-0.00111,0.00022,-1E-05,0.00045,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00165000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658199,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,1.33999,1.42422,-0.00114,-0.00114,0.00023,-1E-05,0.00046,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00166000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658090,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.30865,1.39117,-0.00116,-0.00116,0.00024,-1E-05,0.00047,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00167000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658324,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.27743,1.35827,-0.00119,-0.00119,0.00025,-1E-05,0.00048,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00168000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658273,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.24635,1.32553,-0.00122,-0.00122,0.00026,-1E-05,0.00049,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00169000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658209,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.21542,1.2929,-0.00125,-0.00125,0.00027,-1E-05,0.0005,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00170000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658096,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,1.18462,1.26042,-0.00128,-0.00128,0.00028,-1E-05,0.00051,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00170500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658202,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.16927,1.24423,-0.00129,-0.00129,0.00029,-1E-05,0.00052,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00171000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658138,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.15396,1.22807,-0.00131,-0.00131,0.0003,-1E-05,0.00053,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00171500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658286,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.13869,1.21195,-0.00132,-0.00132,0.00031,-1E-05,0.00053,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00172000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658082,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.12343,1.19587,-0.00134,-0.00134,0.00031,-1E-05,0.00054,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00172500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658244,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,1.10821,1.17982,-0.00136,-0.00136,0.00032,-1E-05,0.00055,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00173000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658259,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.09303,1.16378,-0.00138,-0.00138,0.00033,-1E-05,0.00055,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00173500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658165,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.07786,1.14781,-0.00139,-0.00139,0.00034,-1E-05,0.00056,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00174000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658094,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,1.06273,1.13183,-0.00141,-0.00141,0.00035,-1E-05,0.00057,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00174500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658294,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.04764,1.11591,-0.00143,-0.00143,0.00036,-1E-05,0.00057,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00175000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658208,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,1.03257,1.09999,-0.00145,-0.00145,0.00037,-1E-05,0.00058,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00175500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658310,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,1.01754,1.08414,-0.00147,-0.00147,0.00038,-1E-05,0.00059,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00176000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658291,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,1.00253,1.06829,-0.00149,-0.00149,0.00039,-1E-05,0.0006,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00176500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658276,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,0.98755,1.05249,-0.00151,-0.00151,0.0004,-1E-05,0.00061,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00177000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658272,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,0.9726,1.03668,-0.00153,-0.00153,0.00041,-1E-05,0.00061,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00177500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658139,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,1450,X,0,0.95768,1.02093,-0.00156,-0.00156,0.00042,-1E-05,0.00062,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00178000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658271,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,250,X,0,0.94277,1.00521,-0.00158,-0.00158,0.00043,-1E-05,0.00063,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00178500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658161,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,0.92791,0.98948,-0.0016,-0.0016,0.00045,-1E-05,0.00064,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00179000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658264,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,0.91306,0.9738,-0.00163,-0.00163,0.00046,-1E-05,0.00065,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00179500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658146,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,773,H,0,0.89822,0.95814,-0.00165,-0.00165,0.00047,-1E-05,0.00066,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00180000,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658102,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,819,H,0,0.88344,0.94251,-0.00168,-0.00168,0.00049,-1E-05,0.00067,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
SPY   160527P00180500,5/26/2016 8:45:00 AM,5/26/2016 8:44:30 AM,3658189,5/26/2016 8:30:00 AM,0,0,X,5/26/2016 8:30:00 AM,0.01,865,H,0,0.86866,0.9269,-0.0017,-0.0017,0.0005,-1E-05,0.00068,-0.00498,209.62,209.63,209.62517,0.00017,0,0.005,0,0,
